#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
   3762      4.49e+00    4.64e+00      4.99e-02    5.01e-02      1.42e-01    1.47e-01    1.0e-03
   3781      3.68e+00    4.30e+00      8.10e-03    8.68e-03      1.16e-01    1.36e-01    1.0e-03
   3800      4.29e+00    4.32e+00      3.04e-02    2.87e-02      1.36e-01    1.37e-01    1.0e-03
   3819      3.58e+00    4.48e+00      1.87e-02    1.64e-02      1.13e-01    1.42e-01    1.0e-03
   3838      4.36e+00    4.23e+00      4.24e-03    3.46e-03      1.38e-01    1.34e-01    1.0e-03
   3857      3.40e+00    4.26e+00      2.01e-02    2.16e-02      1.07e-01    1.35e-01    1.0e-03
   3876      3.91e+00    4.13e+00      2.68e-02    2.59e-02      1.24e-01    1.31e-01    1.0e-03
   3895      4.61e+00    4.20e+00      2.33e-03    3.66e-03      1.46e-01    1.33e-01    1.0e-03
   3914      3.64e+00    4.14e+00      2.48e-03    3.64e-03      1.15e-01    1.31e-01    1.0e-03
   3933      3.89e+00    4.04e+00      1.04e-03    1.84e-03      1.23e-01    1.28e-01    1.0e-03
   3952      4.08e+00    4.19e+00      3.67e-02    3.67e-02      1.29e-01    1.32e-01    1.0e-03
   3971      3.72e+00    4.42e+00      1.63e-03    1.88e-03      1.18e-01    1.40e-01    1.0e-03
   3990      3.76e+00    4.27e+00      6.06e-04    1.67e-03      1.19e-01    1.35e-01    1.0e-03
   4009      4.29e+00    4.42e+00      9.59e-03    1.04e-02      1.36e-01    1.40e-01    1.0e-03
   4028      4.00e+00    4.11e+00      3.42e-03    5.22e-03      1.26e-01    1.30e-01    1.0e-03
   4047      4.16e+00    4.27e+00      3.44e-02    3.38e-02      1.31e-01    1.35e-01    1.0e-03
   4066      4.01e+00    3.99e+00      1.51e-02    1.53e-02      1.27e-01    1.26e-01    1.0e-03
   4085      3.87e+00    4.18e+00      4.15e-02    4.12e-02      1.22e-01    1.32e-01    1.0e-03
   4104      3.61e+00    4.03e+00      6.33e-03    6.12e-03      1.14e-01    1.27e-01    1.0e-03
   4123      4.77e+00    4.28e+00      4.19e-03    6.29e-03      1.51e-01    1.35e-01    1.0e-03
   4142      4.67e+00    4.29e+00      2.09e-02    2.19e-02      1.48e-01    1.36e-01    1.0e-03
   4161      3.73e+00    4.35e+00      2.52e-02    2.48e-02      1.18e-01    1.37e-01    1.0e-03
   4180      3.60e+00    4.30e+00      1.16e-02    1.21e-02      1.14e-01    1.36e-01    1.0e-03
   4199      3.55e+00    4.05e+00      3.87e-02    3.82e-02      1.12e-01    1.28e-01    1.0e-03
   4218      4.39e+00    4.50e+00      4.81e-03    3.85e-03      1.39e-01    1.42e-01    1.0e-03
   4237      3.77e+00    4.01e+00      9.81e-04    1.12e-03      1.19e-01    1.27e-01    1.0e-03
   4256      3.87e+00    4.15e+00      3.57e-02    3.47e-02      1.22e-01    1.31e-01    1.0e-03
   4275      3.59e+00    4.11e+00      1.08e-02    9.96e-03      1.13e-01    1.30e-01    1.0e-03
   4294      3.64e+00    4.02e+00      1.92e-02    1.85e-02      1.15e-01    1.27e-01    1.0e-03
   4313      3.80e+00    3.98e+00      1.45e-02    1.50e-02      1.20e-01    1.26e-01    1.0e-03
   4332      3.35e+00    4.15e+00      7.59e-03    5.21e-03      1.06e-01    1.31e-01    1.0e-03
   4351      4.03e+00    4.16e+00      3.90e-02    3.90e-02      1.27e-01    1.31e-01    1.0e-03
   4370      4.08e+00    4.37e+00      4.14e-02    4.10e-02      1.29e-01    1.38e-01    1.0e-03
   4389      4.25e+00    4.01e+00      3.07e-03    2.13e-03      1.35e-01    1.27e-01    1.0e-03
   4408      4.50e+00    3.93e+00      2.03e-03    3.05e-03      1.42e-01    1.24e-01    1.0e-03
